longitude,latitude,label
-91.88917542690709,41.409004597361076,0
-84.63026932667209,49.33217910732601,0
-76.07474952391544,41.78682262184703,0
-87.81068901793896,43.14711871802646,0
-87.00573810125896,44.740634414380835,1
-92.36315141775052,43.53629405604353,0
-91.66871402042403,43.966817335328855,0
-87.85218337547343,49.98238638459354,0
-79.38669163861873,43.90205439915824,1
-83.03531336740996,45.26214307854115,1
-91.19370470721736,41.65277829885881,0
-77.23040866027357,48.892287327070484,0
-78.09210589687596,45.161472955190014,0
-75.1831327688125,44.83522988807748,0
-79.99493083350947,46.51084746947325,1
-77.893701888191,41.82433406860925,0
-85.71622509639734,46.69378280756889,0
-75.06221309885446,44.71437048907211,0
-85.23058637135543,45.252618777121214,1
-79.3826904647935,47.51891645232036,1
-81.54751105151803,47.684216518280316,0
-87.63522003509676,49.71267566117184,0
-76.58752045710057,49.55959767851485,0
-91.94266996908249,41.65354460836814,0
-92.42372356725949,42.05292484276518,0
-76.16636429248109,46.893516508285934,0
-76.7487884336696,43.31333868670156,0
-87.8402152342749,47.572555346900515,0
-76.55967072144523,43.78317404516508,0
-88.93050521060212,49.761046628743046,0
-83.3889576518485,47.19710526153855,0
-83.9210913750967,42.74679436067216,1
-85.78647083738792,41.829599411811245,0
-90.8847734368932,43.2170082718258,0
-80.17925688437839,43.16822547850888,0
-89.73507294776714,49.63326114838026,0
-85.06975424195431,46.471580751562065,0
-87.13844894941761,49.177515777545466,1
-83.89779857875205,46.47695665243296,0
-75.14065584406023,45.43728804579413,0
-85.91208560627214,41.48011302066577,0
-80.52963277753128,49.73696337546079,0
-81.36588198482833,46.010377888919884,1
-88.7760718383132,48.57250607620009,1
-83.49849385781108,44.320144239236825,1
-76.83244853771468,41.802897921179685,0
-75.9719324442802,44.9249695983594,0
-81.4983909284054,44.34495654440825,0
-75.32364303654091,43.77205375087521,0
-79.49580403447143,42.05118601920951,0
-85.35194190215829,45.42419855647033,1
-88.24648245756337,42.35379815554664,0
-81.54932935362363,47.026047268143486,0
-80.22439339643775,46.98335197453211,1
-84.76253218777123,42.303679128218036,0
-81.3931718153815,42.85824816209736,0
-92.55982879157536,42.900337460913285,0
-76.7951370224842,41.10221467330833,0
-84.81192671130027,41.890723449956866,0
-83.0279312146391,41.28871374290809,0
-90.68745301107988,47.1721741879996,1
-79.69708508171416,47.68130311570334,0
-81.47412494816217,47.159118631484596,0
-90.29143593194951,41.364456655992804,0
-76.82626066717594,45.94029172118738,0
-79.14731356544898,48.95818003193354,0
-92.92385755811456,42.84672868546727,0
-75.66723946273353,46.00631821466192,0
-89.93080677917425,43.78996460611572,0
-80.41691672987295,43.73806096789478,0
-81.92359457271908,41.30067837299858,1
-78.41261387571896,43.26656856224813,0
-84.85931159497946,43.273377568873975,0
-79.43187379784753,43.74527427017798,1
-81.53735762425761,43.490933597206194,0
-90.1323783992037,41.35836201237454,0
-81.92432536893767,45.249342075392356,1
-82.9139679184034,48.26260760174255,0
-79.6405931420604,42.68084627378455,1
-82.03563418963904,43.69205903982548,0
-84.37196049441636,48.47508719186723,0
-90.10090343384704,41.36770049545239,0
-79.33116684395412,43.4923510183001,1
-88.36036247118089,42.71133278605147,1
-77.36027065179434,43.378875231599245,0
-84.70768400388033,43.03583262881755,0
-83.59130501936603,46.54654653057247,1
-81.81843835299195,41.781305241627706,1
-83.89000942049539,42.762171379850066,0
-89.62806174810387,43.85201751396355,0
-91.08894693150916,42.564714241630355,0
-79.42023351167887,41.65929551677492,0
-79.79546087195844,44.782143630990106,0
-82.60105505504042,48.77298503930002,0
-90.5418274501147,42.16799731982447,0
-82.58981645463189,44.30814461706308,1
-80.9570620984975,42.31567146195754,1
-92.51979675888543,45.32480371737486,0
-85.74371499924324,41.98292643463128,1
-87.51084047436402,41.88394213660205,1
-79.11546550284332,44.16208142231017,0
-85.78354463773975,47.60265882849512,1
-85.62070882544988,42.22728531265971,0
-87.15361042909237,41.07847165583223,0
-85.0134450872057,47.11227291854328,1
-86.18991843712439,43.44639802533067,1
-81.57238109569207,45.02727274491366,1
-78.82534028069793,46.21006750129447,0
-84.21902420899573,49.41441206176976,0
-78.97625621446848,45.461364866364285,0
-79.19988828661756,49.58759196365442,0
-86.37753696091394,44.81729421180992,1
-81.3639494111305,48.45059567225364,0
-80.78070708922971,43.159294693823156,0
-91.63149036004486,45.31643162835792,0
-76.54870271476359,45.00777910175588,0
-75.77955627714996,44.87074510746992,0
-76.84993512050521,47.63291753362683,0
-89.56626917898467,49.62002279288416,0
-82.56954402907866,42.26958167884077,0
-81.61910230564182,47.54252513277856,0
-82.09126010693358,48.34974380530972,0
-89.9919776960868,42.68997279007145,0
-85.85756251021682,46.83866376633339,0
-90.32162142061614,46.23087616749352,0
-86.99116368755327,48.80092103533323,1
-87.56366778788987,44.17500708741043,0
-77.70144165281329,42.26577335749045,0
-87.42148371045788,43.74667799973363,1
-77.68584426590849,45.27381722940831,0
-86.55575024122402,47.357087406238776,1
-88.94316394537904,42.07809728319358,0
-81.73069052042152,49.88445501479382,0
-88.67310115324581,49.02664832609417,0
-88.28503271353358,43.912232183338865,0
-92.93274496468383,42.02515591932012,0
-79.55045120171285,48.21600688183324,0
-84.49997466940935,48.72315333856024,0
-75.30549881459054,43.09898659625433,1
-84.02362364647934,41.39332878513132,0
-82.71058336765647,46.24984493785517,1
-77.33149488158108,41.83231358058861,0
-76.38487872469481,43.346751084471435,0
-77.154038895903,43.08123515246571,0
-75.70524129943931,45.967337582472425,0
-78.16249164741116,44.03959295335229,1
-79.06666544402017,43.50791507195476,1
-81.90725940844666,43.77814895020712,1
-85.69345586780558,48.151129518227386,0
-85.92363823459897,42.86680649621056,1
-77.4524295337781,47.87743194016349,0
-81.96710299525887,43.87530610984409,1
-85.92837219402698,46.212651027261415,0
-91.91872710127919,47.543692158848756,0
-87.07384693458349,45.43793178459964,1
-81.69018293930816,46.15538744889387,1
-78.08562774386567,46.003107149453825,0
-87.26848368183065,47.61699396105957,1
-89.31834361107767,48.41992122577943,0
-85.48558029859974,45.427501182202576,1
-79.18802108312018,46.48515929745485,0
-87.7971774359115,44.21893222386366,0
-85.99003434910259,45.20853551853317,1
-82.549056236565,47.11448049440529,0
-92.92593019624248,49.427889566488034,0
-78.48778425265482,47.615426389658325,0
-78.55875828789146,45.00502466577331,0
-82.6775974309674,41.68610430215086,1
-89.69239547415907,45.792715311649275,0
-75.14987423405597,43.580592188190664,0
-83.10842147582018,49.796764896604,0
-89.69753975767816,43.233780610978556,0
-79.88175692071714,41.660860058802314,0
-88.38203193150314,45.77272679268818,0
-87.6769209018892,49.69893188683667,0
-86.20672289751104,43.953067001583754,0
-88.16642753726501,47.39065412372385,0
-75.53510215414795,45.289148603023484,0
-89.15345917205863,46.23149698526551,0
-85.33931448521189,45.4821933520239,1
-81.00423869331048,43.81812569045633,0
-88.81908038019594,44.58164359473547,0
-85.53110034873299,41.58240915063229,0
-87.42285556559193,43.038966582240114,1
-87.76271434151573,48.16866784503029,1
-84.94052359485693,41.48906436601673,0
-86.60167218012579,41.239624274729415,0
-78.31696214442783,46.22681468898161,0
-75.71154141568888,49.17836525184652,0
-75.02079567982278,43.13578097831152,0
-84.4998378258561,49.71909175250131,0
-85.07088317320171,45.87821420275106,1
-75.98360410849541,45.961661981427106,0
-77.79306339516236,46.056388836181114,0
-91.26950832210964,46.03504319794157,0
-80.44409327142088,46.063574439108045,0
-89.26808108642552,41.992354588912676,0
-85.25369311727782,42.73504689695811,0
-82.73538818593897,42.32079039258479,0
-88.8618607856888,49.449846477667535,0
-85.18907889836218,42.71108002784146,0
-91.63015305889081,41.68758220491948,0
-82.24067926032274,48.81581718597122,0
-84.15883897376028,43.22967593251075,0
-79.39657737238116,46.019512084092156,0
-83.49718318789243,45.84708283942236,1
-90.027748542021,44.69622661303371,0
-76.57411179994384,44.047148139615175,1
-91.03447831945635,43.23152027931668,0
-75.8532733549687,48.438441037005234,0
-90.63407831401254,46.215840744964254,0
-88.53219771427267,49.131031396797376,0
-77.20283592587224,46.44183310828102,0
-81.60503228780563,41.48491226876003,0
-88.62955320214714,48.34190676478894,0
-77.35899448880213,48.583466653347934,0
-78.19866948847013,43.956295031823046,1
-89.45066229803653,43.478708977336545,0
-79.33947981783426,42.93533870639535,0
-89.4508177631337,44.21415666104922,0
-89.25372776718535,48.70474253942433,0
-83.59485209612586,48.874107564983404,0
-80.92229388283448,46.19684711995731,0
-86.19991114853197,41.70848403357643,0
-84.51156426682314,43.03706621160033,0
-90.63554856558638,49.64567455928686,0
-87.85667096854644,41.4381904985386,1
-89.81581345561321,48.312956445779506,0
-84.32282151658669,43.20246009114342,0
-89.37695727603241,49.434196050106884,0
-90.42337839301152,41.65950563357971,0
-82.61010869050831,49.92044993947279,0
-90.68734227973539,42.31332668300147,0
-80.35309338910908,44.34469652484057,0
-83.29782432527132,46.23486982871504,1
-85.83469040550705,45.3688257130551,1
-80.95749577239673,43.72441713722541,0
-81.56401495333122,48.77617446893285,0
-83.55764412811396,42.88687023778625,0
-88.23696709761619,45.19976572711934,0
-81.3462371187748,48.263075153317104,0
-85.63991181961418,44.035922902870716,0
-78.82286369667804,46.2107383222839,0
-81.30603680757629,49.45047120565566,0
-84.3894826529518,42.81760045589286,0
-81.9908913871894,47.72378870693945,0
-78.93884119693783,45.202748492805114,0
-85.98632914965843,42.87020220911459,0
-91.13096846077154,41.696472938514255,0
-80.28560513955263,49.378511683737386,1
-84.68560795804581,45.74841192570774,0
-87.80247783923507,48.29533585440468,1
-85.43214197275952,42.592492601302936,0
-85.48728836843596,46.56213488559822,0
-86.07077367153663,43.786424882461546,0
-91.49677562360992,48.804140859812,0
-81.75707924167463,46.58497223800165,0
-81.82785816599937,48.98430985947893,0
-88.374132598713,49.17253537330954,0
-90.69065537785322,45.51855738768291,0
-77.60254143667215,42.238717729790395,0
-76.32800125004256,49.491138673740636,0
-89.12986213926779,46.83766332228745,0
-78.65222595480157,47.051249009270215,0
-89.9708869136377,44.05996463885842,0
-86.14417914838262,49.9183769875163,1
-77.92919228601254,42.432536038516034,0
-84.24270699859272,48.69230019447796,0
-75.11932947773487,41.91802277913702,0
-76.8124221263208,47.08154830520796,0
-82.92205068666446,47.75944969236565,0
-91.47560411339147,45.58024010615509,0
-81.25872120683694,43.53422450821149,0
-78.33438719018949,48.723213638527355,0
-91.97432417662212,44.82482728524255,0
-84.23513066888927,43.23178806127142,0
-80.29775718332091,41.847088310524875,0
-87.43415054472851,41.749989744114124,0
-75.23937625351053,49.974919344564874,0
-85.15995395628102,48.46168796651918,0
-75.40701662147161,43.862196989575324,0
-81.38622013611219,46.00532448086361,1
-88.39883437484212,48.018563232634925,1
-87.52381571954204,43.89174965139327,0
-85.11251162411308,45.49440888618105,0
-75.91613493579796,49.56236334483023,0
-79.17810059532303,49.89568758485755,0
